movie_title,release_date,wikipedia_url,genre,director_1,director_2,cast_1,cast_2,cast_3,cast_4,cast_5,budget,revenue
Ghostbusters,2016-07-15,https://en.wikipedia.org/wiki/Ghostbusters_(2016_film),Comedy,Paul Feig,N/A,Melissa McCarthy,Kristen Wiig,Leslie Jones,Kate McKinnon,Chris Hemsworth,144000000.0,217500000.0
God's Not Dead,2014-03-21,https://en.wikipedia.org/wiki/God%2527s_Not_Dead_(film),Religious,Harold Cronk,N/A,Willie Robertson,David A. R. White,Shane Harper,Kevin Sorbo,Korie Robertson,2000000.0,62600000.0
God's Not Dead 2,2016-04-01,https://en.wikipedia.org/wiki/God%2527s_Not_Dead_2,Religious,Harold Cronk,N/A,Melissa Joan Hart,David A. R. White,Ray Wise,Robin Givens,Ernie Hudson,5000000.0,23500000.0
Gods of Egypt,2016-02-25,https://en.wikipedia.org/wiki/Gods_of_Egypt_(film),Action,Alex Proyas,N/A,Geoffrey Rush,Gerard Butler,Brenton Thwaites,Courtney Eaton,Nikolaj Coster-Waldau,140000000.0,145700000.0
Godzilla,2014-05-08,https://en.wikipedia.org/wiki/Godzilla_(2014_film),Action,Gareth Edwards,N/A,Aaron Taylor-Johnson,Ken Watanabe,Elizabeth Olsen,Bryan Cranston,Juliette Binoche,160000000.0,529000000.0
Gone Girl,2014-09-26,https://en.wikipedia.org/wiki/Gone_Girl_(film),Mystery,David Fincher,N/A,Ben Affleck,Rosamund Pike,Neil Patrick Harris,Tyler Perry,Kim Dickens,61000000.0,369300000.0
Good Deeds,2012-02-24,https://en.wikipedia.org/wiki/Good_Deeds,Romance,Tyler Perry,N/A,Tyler Perry,Thandie Newton,Rebecca Romijn,Brian J. White,Jamie Kennedy,14000000.0,35600000.0
Goosebumps,2015-10-05,https://en.wikipedia.org/wiki/Goosebumps_(film),Action,Rob Letterman,N/A,Jack Black,Dylan Minnette,Odeya Rush,Amy Ryan,Ryan Lee,84000000.0,150200000.0
Grown Ups 2,2013-07-12,https://en.wikipedia.org/wiki/Grown_Ups_2,Comedy,Dennis Dugan,N/A,Adam Sandler,Kevin James,Chris Rock,David Spade,Taylor Lautner,80000000.0,247000000.0
"Hail, Caesar!",2016-02-05,"https://en.wikipedia.org/wiki/Hail,_Caesar!",Comedy,Joel and Ethan Coen,N/A,Josh Brolin,George Clooney,Alden Ehrenreich,Ralph Fiennes,Jonah Hill,22000000.0,22000000.0
Hands of Stone,2016-08-26,https://en.wikipedia.org/wiki/Hands_of_Stone,Biography,Jonathan Jakubowicz,N/A,Édgar Ramírez,Robert De Niro,Usher,Ellen Barkin,Ana de Armas,20000000.0,1700000.0
Hansel and Gretel: Witch Hunters,2013-01-17,https://en.wikipedia.org/wiki/Hansel_and_Gretel:_Witch_Hunters,Action,Tommy Wirkola,N/A,Jeremy Renner,Gemma Arterton,Zoe Bell,Famke Janssen,Peter Stormare,50000000.0,226300000.0
Heaven Is for Real,2014-04-16,https://en.wikipedia.org/wiki/Heaven_Is_for_Real_(film),Religious,Randall Wallace,N/A,Greg Kinnear,Kelly Reilly,Connor Corum,Thomas Haden Church,Jacob Vargas,12000000.0,101300000.0
Here Comes the Boom,2012-10-12,https://en.wikipedia.org/wiki/Here_Comes_the_Boom,Comedy,Frank Coraci,N/A,Kevin James,Salma Hayek,Henry Winkler,Joe Rogan,N/A,42000000.0,73100000.0
Hit and Run,2012-08-22,https://en.wikipedia.org/wiki/Hit_and_Run_(2012_film),Action,Dax Shepard,N/A,Dax Shepard,Kristen Bell,Bradley Cooper,Tom Arnold,Kristin Chenoweth,2000000.0,14500000.0
Hitman: Agent 47,2015-08-21,https://en.wikipedia.org/wiki/Hitman:_Agent_47,Action,Aleksander Bach,N/A,Rupert Friend,Zachary Quinto,Hannah Ware,Thomas Kretschmann,N/A,35000000.0,82300000.0
Home,2015-03-07,https://en.wikipedia.org/wiki/Home_(2015_animated_film),Animation,Tim Johnson,N/A,Jim Parsons,Rihanna,Jennifer Lopez,Steve Martin,Matt Jones,135000000.0,386000000.0
Hope Springs,2012-08-08,https://en.wikipedia.org/wiki/Hope_Springs_(2012_film),Romance,David Frankel,N/A,Meryl Streep,Tommy Lee Jones,Steve Carell,Mimi Rogers,Elisabeth Shue,30000000.0,114300000.0
Horrible Bosses 2,2014-11-26,https://en.wikipedia.org/wiki/Horrible_Bosses_2,Comedy,Sean Anders,N/A,Jason Bateman,Charlie Day,Jason Sudeikis,Kevin Spacey,Jennifer Aniston,57000000.0,107700000.0
Hot Pursuit,2015-05-08,https://en.wikipedia.org/wiki/Hot_Pursuit_(2015_film),Action,Anne Fletcher,N/A,Reese Witherspoon,Sofía Vergara,Jim Gaffigan,John Carroll Lynch,N/A,35000000.0,51700000.0
Hotel Transylvania,2012-09-28,https://en.wikipedia.org/wiki/Hotel_Transylvania,Fantasy,Genndy Tartakovsky,N/A,Adam Sandler,Selena Gomez,Andy Samberg,Kevin James,Fran Drescher,85000000.0,358400000.0
Hotel Transylvania 2,2015-09-25,https://en.wikipedia.org/wiki/Hotel_Transylvania_2,Fantasy,Genndy Tartakovsky,N/A,Adam Sandler,Andy Samberg,Selena Gomez,Kevin James,Steve Buscemi,80000000.0,473000000.0
How to Train Your Dragon 2,2014-05-16,https://en.wikipedia.org/wiki/How_to_Train_Your_Dragon_2,Family,Dean DeBlois,N/A,Jay Baruchel,Gerard Butler,Craig Ferguson,America Ferrera,Jonah Hill,145000000.0,621500000.0
I,2015-01-14,https://en.wikipedia.org/wiki/I_(film),Romance,S. Shankar,N/A,Vikram,Amy Jackson,N. Santhanam,Suresh Gopi,Upen Patel,15000000.0,65000000.0
I Saw the Light,2015-09-11,https://en.wikipedia.org/wiki/I_Saw_the_Light_(film),Drama,Marc Abraham,Tom Hiddleston,Elizabeth Olsen,N/A,N/A,N/A,N/A,13000000.0,2600000.0
Ice Age: Collision Course,2016-07-22,https://en.wikipedia.org/wiki/Ice_Age:_Collision_Course,Adventure,Mike Thurmeier,Galen T. Chu,Ray Romano,John Leguizamo,Denis Leary,Queen Latifah,Jennifer Lopez,105000000.0,368300000.0
Ice Age: Continental Drift,2012-07-13,https://en.wikipedia.org/wiki/Ice_Age:_Continental_Drift,Adventure,Steve Martino,Mike Thurmeier,Ray Romano,John Leguizamo,Denis Leary,Queen Latifah,Seann William Scott,95000000.0,877000000.0
Identity Thief,2013-02-08,https://en.wikipedia.org/wiki/Identity_Thief,Action,Seth Gordon,N/A,Jason Bateman,Melissa McCarthy,Amanda Peet,John Cho,Clark Duke,35000000.0,174000000.0
If I Stay,2014-08-18,https://en.wikipedia.org/wiki/If_I_Stay_(film),Drama,R. J. Cutler,N/A,Chloë Grace Moretz,Mireille Enos,Lauren Lee Smith,Liana Liberato,Jamie Blackley,11000000.0,78900000.0
In the Heart of the Sea,2015-12-11,https://en.wikipedia.org/wiki/In_the_Heart_of_the_Sea_(film),Biography,Ron Howard,N/A,Chris Hemsworth,Benjamin Walker,Cillian Murphy,Tom Holland,Ben Whishaw,100000000.0,93900000.0
Independence Day: Resurgence,2016-06-20,https://en.wikipedia.org/wiki/Independence_Day:_Resurgence,Action,Roland Emmerich,N/A,Jeff Goldblum,Bill Pullman,Sela Ward,Liam Hemsworth,Vivica A. Fox,165000000.0,382300000.0
Insidious: Chapter 2,2013-09-13,https://en.wikipedia.org/wiki/Insidious:_Chapter_2,Horror,James Wan,N/A,Patrick Wilson,Rose Byrne,Lin Shaye,Ty Simpkins,N/A,5000000.0,161900000.0
Insidious: Chapter 3,2015-06-05,https://en.wikipedia.org/wiki/Insidious:_Chapter_3,Horror,Leigh Whannell,N/A,Dermot Mulroney,Stefanie Scott,Angus Sampson,Leigh Whannell,Lin Shaye,11000000.0,113000000.0
Interstellar,2014-10-26,https://en.wikipedia.org/wiki/Interstellar_(film),Sci-Fi,Christopher Nolan,N/A,Matthew McConaughey,Anne Hathaway,Michael Caine,Jessica Chastain,Matt Damon,165000000.0,675100000.0
Into the Storm,2014-08-08,https://en.wikipedia.org/wiki/Into_the_Storm_(2014_film),Adventure,Steven Quale,N/A,Richard Armitage,Jeremy Sumpter,Sarah Wayne Callies,Nathan Kress,N/A,50000000.0,161700000.0
Iron Sky,2012-07-25,https://en.wikipedia.org/wiki/Iron_Sky,Comedy,Timo Vuorensola,N/A,Julia Dietze,Peta Sergeant,Gotz Otto,Chris Kirby,Udo Kier,7500000.0,8100000.0
Irrational Man,2015-05-16,https://en.wikipedia.org/wiki/Irrational_Man_(film),Mystery,Woody Allen,N/A,Joaquin Phoenix,Emma Stone,Parker Posey,Jamie Blackley,N/A,11000000.0,27400000.0
Jack Reacher,2012-12-21,https://en.wikipedia.org/wiki/Jack_Reacher_(film),Action,Christopher McQuarrie,N/A,Tom Cruise,Rosamund Pike,David Oyelowo,Richard Jenkins,Alexia Fast,60000000.0,218300000.0
Jack Ryan: Shadow Recruit,2014-01-15,https://en.wikipedia.org/wiki/Jack_Ryan:_Shadow_Recruit,Action,Kenneth Branagh,N/A,David Koepp,Adam Cozad,Anthony Peckham,Steve Zaillian,Chris Pine,60000000.0,135500000.0
Jane Got a Gun,2016-01-29,https://en.wikipedia.org/wiki/Jane_Got_a_Gun,Action,Gavin O'Connor,N/A,Natalie Portman,Joel Edgerton,Ewan McGregor,Rodrigo Santoro,Noah Emmerich,25000000.0,3000000.0
Jason Bourne,2016-07-29,https://en.wikipedia.org/wiki/Jason_Bourne_(film),Action,Paul Greengrass,N/A,Matt Damon,Julia Stiles,Alicia Vikander,Riz Ahmed,Vincent Cassel,120000000.0,347900000.0
"Jeff, Who Lives at Home",2012-03-16,"https://en.wikipedia.org/wiki/Jeff,_Who_Lives_at_Home",Comedy,Jay Duplass,N/A,Jason Segel,Ed Helms,Judy Greer,Susan Sarandon,Evan Ross,7500000.0,7500000.0
Jem and the Holograms,2015-10-23,https://en.wikipedia.org/wiki/Jem_and_the_Holograms_(film),Musical,Jon M. Chu,N/A,Aubrey Peeples,Stefanie Scott,Hayley Kiyoko,Aurora Perrineau,Ryan Guzman,5000000.0,2300000.0
Jersey Boys,2014-06-05,https://en.wikipedia.org/wiki/Jersey_Boys_(film),Drama,Clint Eastwood,N/A,John Lloyd Young,Erec Bergen,Vincent Piazza,Michael Lamenda,Christopher Walken,58600000.0,67700000.0
Jobs,2013-08-16,https://en.wikipedia.org/wiki/Jobs_(film),Biography,Joshua Michael Stern,N/A,Ashton Kutcher,Dermot Mulroney,Josh Gad,Lukas Haas,J.K. Simmons,12000000.0,35900000.0
John Wick,2014-10-13,https://en.wikipedia.org/wiki/John_Wick_(film),Action,Chad Stahelski,David Leitch (director,Keanu Reeves,Bridget Moynahan,Willem Dafoe,N/A,N/A,20000000.0,86000000.0
Journey 2: The Mysterious Island,2012-02-10,https://en.wikipedia.org/wiki/Journey_2:_The_Mysterious_Island,Adventure,Brad Peyton,N/A,Dwayne Johnson,Michael Caine,Josh Hutcherson,Vanessa Hudgens,Luis Guzmán,79000000.0,335300000.0
Joy,2015-12-25,https://en.wikipedia.org/wiki/Joy_(film),Comedy,David O. Russell,N/A,Jennifer Lawrence,Robert De Niro,Bradley Cooper,Édgar Ramírez,N/A,60000000.0,101100000.0
Keanu,2016-04-29,https://en.wikipedia.org/wiki/Keanu_(film),Comedy,Peter Atencio,N/A,Keegan-Michael Key,Jordan Peele,Method Man,Gabrielle Union,Will Forte,15000000.0,20700000.0
Kill the Messenger,2014-10-10,https://en.wikipedia.org/wiki/Kill_the_Messenger_(2014_film),Crime,Michael Cuesta,N/A,Jeremy Renner,Barry Pepper,Mary Elizabeth Winstead,Rosemarie DeWitt,Ray Liotta,5000000.0,2500000.0
Killing Them Softly,2012-11-30,https://en.wikipedia.org/wiki/Killing_Them_Softly,Crime,Andrew Dominik,N/A,Brad Pitt,Vincent Curatola,Scoot McNairy,Ben Mendelsohn,Ray Liotta,15000000.0,37900000.0
Kingsman: The Secret Service,2014-12-13,https://en.wikipedia.org/wiki/Kingsman:_The_Secret_Service,Action,Matthew Vaughn,N/A,Colin Firth,Taron Egerton,Samuel L. Jackson,Mark Strong,Michael Caine,94000000.0,414400000.0
Krampus,2015-12-04,https://en.wikipedia.org/wiki/Krampus_(film),Horror,Michael Dougherty,N/A,Emjay Anthony,Allison Tolman,Adam Scott,N/A,N/A,15000000.0,61500000.0
Kubo and the Two Strings,2016-08-19,https://en.wikipedia.org/wiki/Kubo_and_the_Two_Strings,Fantasy,Travis Knight,N/A,Art Parkinson,Matthew McConaughey,Rooney Mara,Charlize Theron,Ralph Fiennes,60000000.0,27600000.0
Kung Fu Panda 3,2016-01-23,https://en.wikipedia.org/wiki/Kung_Fu_Panda_3,Action,Jennifer Yuh Nelson,Alessandro Carloni,Jack Black,Angelina Jolie,Dustin Hoffman,Jackie Chan,Seth Rogen,145000000.0,519900000.0
Lazer Team,2016-01-27,https://en.wikipedia.org/wiki/Lazer_Team,Sci-Fi,Matt Hullum,N/A,Burnie Burns,Gavin Free,Michael Jones,Colton Dunn,Allie DeBerry,2400000.0,1600000.0
Left Behind,2014-10-03,https://en.wikipedia.org/wiki/Left_Behind_(2014_film),Religious,Vic Armstrong,N/A,Nicolas Cage,Chad Michael Murray,Cassi Thomson,Nicky Whelan,Jordin Sparks,16000000.0,27600000.0
Les Misérables,2012-12-25,https://en.wikipedia.org/wiki/Les_Mis%25C3%25A9rables_(2012_film),Musical,Tom Hooper,N/A,Hugh Jackman,Russell Crowe,Eddie Redmayne,Colm Wilkinson,Anne Hathaway,61000000.0,441800000.0
Let's Be Cops,2014-08-13,https://en.wikipedia.org/wiki/Let%2527s_Be_Cops,Action,Luke Greenfield,N/A,Jake Johnson,Damon Wayans,Jr.,N/A,N/A,17000000.0,138200000.0
Life of Pi,2012-11-21,https://en.wikipedia.org/wiki/Life_of_Pi_(film),Drama,Ang Lee,N/A,Suraj Sharma,Ayush Tandon,Irrfan Khan,Gérard Depardieu,N/A,120000000.0,609000000.0
Lights Out,2016-07-22,https://en.wikipedia.org/wiki/Lights_Out_(2016_film),Horror,David F. Sandberg,N/A,Teresa Palmer,Gabriel Bateman,Alexander DiPersia,N/A,N/A,4900000.0,125900000.0
Lincoln,2012-11-09,https://en.wikipedia.org/wiki/Lincoln_(2012_film),Drama,Steven Spielberg,N/A,Daniel Day-Lewis,David Strathairn,Hal Holbrook,Sally Field,Joseph Gordon-Levitt,65000000.0,275300000.0
Little Boy,2015-04-24,https://en.wikipedia.org/wiki/Little_Boy_(film),Drama,Alejandro Gómez Monteverde,N/A,Jakob Salvati,David Henrie,Kevin James,Emily Watson,Ted Levine,20000000.0,17500000.0
Lockout,2012-04-13,https://en.wikipedia.org/wiki/Lockout_(film),Action,James Mather,Stephen St.Leger,Guy Pearce,Maggie Grace,Peter Stormare,Lennie James,Vincent Regan,20000000.0,32200000.0
London Has Fallen,2016-03-04,https://en.wikipedia.org/wiki/London_Has_Fallen,Action,Babak Najafi,N/A,Gerard Butler,Aaron Eckhart,Morgan Freeman,Angela Bassett,Alon Aboutboul,60000000.0,195700000.0
Looper,2012-09-28,https://en.wikipedia.org/wiki/Looper_(film),Action,Rian Johnson,N/A,Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,Paul Dano,Noah Segan,30000000.0,176500000.0
Love the Coopers,2015-11-04,https://en.wikipedia.org/wiki/Love_the_Coopers,Romance,Jessie Nelson,N/A,John Goodman,Diane Keaton,Amanda Seyfried,Alan Arkin,Olivia Wilde,24000000.0,41100000.0
Lucy,2014-07-25,https://en.wikipedia.org/wiki/Lucy_(2014_film),Sci-Fi,Luc Besson,N/A,Scarlett Johansson,Morgan Freeman,Choi Min-sik,N/A,N/A,40000000.0,463400000.0
Mad Max: Fury Road,2015-05-07,https://en.wikipedia.org/wiki/Mad_Max:_Fury_Road,Action,George Miller,N/A,Tom Hardy,Charlize Theron,Hugh Keays-Byrne,Nicholas Hoult,Rosie Huntington-Whiteley,150000000.0,378400000.0
Madagascar 3: Europe's Most Wanted,2012-06-08,https://en.wikipedia.org/wiki/Madagascar_3:_Europe%2527s_Most_Wanted,Comedy,Eric Darnell,N/A,Noah Baumbach(screenplay); Ben Stiller,Chris Rock,David Schwimmer,Jada Pinkett Smith,Sacha Baron Cohen,145000000.0,746900000.0
Magic in the Moonlight,2014-07-25,https://en.wikipedia.org/wiki/Magic_in_the_Moonlight,Comedy,Woody Allen,N/A,Emma Stone,Colin Firth,Hamish Linklater,Marcia Gay Harden,Jacki Weaver,16800000.0,51000000.0
Mama,2013-01-18,https://en.wikipedia.org/wiki/Mama_(2013_film),Horror,Andres Muschietti,N/A,Jessica Chastain,Nikolaj Coster-Waldau,Daniel Kash,David Fox,N/A,15000000.0,146400000.0
Man of Steel,2013-06-14,https://en.wikipedia.org/wiki/Man_of_Steel_(film),Action,Zack Snyder,N/A,Henry Cavill,Amy Adams,Michael Shannon,Kevin Costner,Diane Lane,225000000.0,668000000.0
Man on a Ledge,2012-01-27,https://en.wikipedia.org/wiki/Man_on_a_Ledge,Action,Asger Leth,N/A,Sam Worthington,Ed Harris,Elizabeth Banks,Jamie Bell,Kyra Sedgwick,42000000.0,46200000.0
Max,2015-06-26,https://en.wikipedia.org/wiki/Max_(2015_film),Adventure,Boaz Yakin,N/A,Josh Wiggins,Thomas Haden Church,Lauren Graham,N/A,N/A,20000000.0,44000000.0
Maze Runner: The Scorch Trials,2015-09-18,https://en.wikipedia.org/wiki/Maze_Runner:_The_Scorch_Trials,Sci-Fi,Wes Ball,N/A,Dylan O'Brien,Ki Hong Lee,Thomas Sangster,Kaya Scodelario,Patricia Clarkson,61000000.0,312300000.0
Me and Earl and the Dying Girl,2015-01-25,https://en.wikipedia.org/wiki/Me_and_Earl_and_the_Dying_Girl_(film),Comedy,Alfonso Gomez-Rejon,N/A,Thomas Mann,Olivia Cooke,Ronald Cyler II,Jon Bernthal,Nick Offerman,8000000.0,9100000.0
Me Before You,2016-06-03,https://en.wikipedia.org/wiki/Me_Before_You_(film),Drama,Thea Sharrock,N/A,Emilia Clarke,Sam Claflin,Charles Dance,Jenna Coleman,Janet McTeer,20000000.0,196200000.0
Mechanic: Resurrection,2016-08-26,https://en.wikipedia.org/wiki/Mechanic:_Resurrection,Action,Dennis Gansel,N/A,Jason Statham,Jessica Alba,Tommy Lee Jones,Michelle Yeoh,N/A,40000000.0,7500000.0
Men in Black 3,2012-05-25,https://en.wikipedia.org/wiki/Men_in_Black_3,Comedy,Barry Sonnenfeld,N/A,Will Smith,Tommy Lee Jones,Josh Brolin,Jemaine Clement,Emma Thompson,215000000.0,624000000.0
Midnight Special,2016-02-12,https://en.wikipedia.org/wiki/Midnight_Special_(film),Sci-Fi,Jeff Nichols,N/A,Michael Shannon,Kirsten Dunst,Adam Driver,Joel Edgerton,Sam Shepard,18000000.0,6200000.0
Miracles from Heaven,2016-03-16,https://en.wikipedia.org/wiki/Miracles_from_Heaven_(film),Drama,Patricia Riggen,N/A,Jennifer Garner,Martin Henderson,Queen Latifah,N/A,N/A,13000000.0,73600000.0
Mirror Mirror,2012-03-30,https://en.wikipedia.org/wiki/Mirror_Mirror_(film),Fantasy,Tarsem Singh,N/A,Lily Collins,Julia Roberts,Armie Hammer,Nathan Lane,Robert Emms,85000000.0,183000000.0
Mission: Impossible – Rogue Nation,2015-07-23,https://en.wikipedia.org/wiki/Mission:_Impossible_%25E2%2580%2593_Rogue_Nation,Action,Christopher McQuarrie,N/A,Tom Cruise,Jeremy Renner,Simon Pegg,Ving Rhames,Rebecca Ferguson,150000000.0,682300000.0
Moms' Night Out,2014-05-09,https://en.wikipedia.org/wiki/Moms%2527_Night_Out,Religious,Andrew Erwin and Jon Erwin,N/A,Sarah Drew,Trace Adkins,Sean Astin,Patricia Heaton,N/A,5000000.0,10500000.0
Money Monster,2016-05-13,https://en.wikipedia.org/wiki/Money_Monster,Drama,Jodie Foster,N/A,George Clooney,Julia Roberts,Jack O'Connell,Dominic West,Caitriona Balfe,27000000.0,93100000.0
Monster Hunt,2016-01-22,https://en.wikipedia.org/wiki/Monster_Hunt,Action,Raman Hui,N/A,Bai Baihe,Jing Boran,Jiang Wu,Elaine Jin,N/A,56000000.0,385200000.0
Moonrise Kingdom ₪,2012-05-25,https://en.wikipedia.org/wiki/Moonrise_Kingdom,Comedy,Wes Anderson,N/A,Jared Gilman,Kara Hayward,Bruce Willis,Edward Norton,Bill Murray,16000000.0,68300000.0
Mortdecai,2015-01-23,https://en.wikipedia.org/wiki/Mortdecai_(film),Action,David Koepp,N/A,Johnny Depp,Ewan McGregor,Olivia Munn,Aubrey Plaza,Oliver Platt,60000000.0,47000000.0
Mother's Day,2016-04-13,https://en.wikipedia.org/wiki/Mother%2527s_Day_(2016_film),Comedy,Garry Marshall,N/A,Jennifer Aniston,Julia Roberts,Kate Hudson,Timothy Olyphant,Jason Sudeikis,25000000.0,43800000.0
Mr. Peabody & Sherman,2014-02-07,https://en.wikipedia.org/wiki/Mr._Peabody_%2526_Sherman,Family,Rob Minkoff,N/A,Ty Burrell,Max Charles,Stephen Colbert,Allison Janney,Ariel Winter,145000000.0,275700000.0
Mud,2013-04-26,https://en.wikipedia.org/wiki/Mud_(2012_film),Drama,Jeff Nichols,N/A,Matthew McConaughey,Reese Witherspoon,Michael Shannon,Sarah Paulson,Sam Shepard,10000000.0,32600000.0
Mustang,2015-05-19,https://en.wikipedia.org/wiki/Mustang_(film),Drama,Deniz Gamze Ergüven,N/A,Güneş Şensoy,N/A,N/A,N/A,N/A,1300000.0,4900000.0
My All American,2015-11-13,https://en.wikipedia.org/wiki/My_All_American,Biography,Angelo Pizzo,N/A,Aaron Eckhart,Finn Wittrock,Robin Tunney,Sarah Bolger,Michael Reilly Burke,20000000.0,2200000.0
My Big Fat Greek Wedding 2,2016-03-25,https://en.wikipedia.org/wiki/My_Big_Fat_Greek_Wedding_2,Romance,Kirk Jones,N/A,Nia Vardalos,John Corbett,Ian Gomez,Elena Kampouris,N/A,18000000.0,88900000.0
Need for Speed,2014-03-12,https://en.wikipedia.org/wiki/Need_for_Speed_(film),Action,Scott Waugh,N/A,Aaron Paul,Imogen Poots,Dominic Cooper,Michael Keaton,Ramón Rodríguez,65000000.0,203300000.0
Neighbors,2014-03-08,https://en.wikipedia.org/wiki/Neighbors_(2014_film),Comedy,Nicholas Stoller,N/A,Seth Rogen,Zac Efron,Rose Byrne,Christopher Mintz-Plasse,Dave Franco,18000000.0,270700000.0
Neighbors 2: Sorority Rising,2016-05-20,https://en.wikipedia.org/wiki/Neighbors_2:_Sorority_Rising,Comedy,Nicholas Stoller,N/A,Seth Rogen,Zac Efron,Rose Byrne,Chloë Grace Moretz,Dave Franco,35000000.0,107900000.0
Nerve,2016-07-27,https://en.wikipedia.org/wiki/Nerve_(2016_film),Thriller,Henry Joost,Ariel Schulman,Dave Franco,Emma Roberts,Emily Meade,Kimiko Glenn,Juliette Lewis,20000000.0,47600000.0
Night at the Museum: Secret of the Tomb,2014-12-11,https://en.wikipedia.org/wiki/Night_at_the_Museum:_Secret_of_the_Tomb,Comedy,Shawn Levy,N/A,Ben Stiller,Robin Williams,Dan Stevens,Owen Wilson,Ricky Gervais,127000000.0,363200000.0
Nightcrawler,2014-09-05,https://en.wikipedia.org/wiki/Nightcrawler_(film),Drama,Dan Gilroy,N/A,Jake Gyllenhaal,Bill Paxton,Rene Russo,Riz Ahmed,N/A,8500000.0,50300000.0
Nine Lives,2016-08-05,https://en.wikipedia.org/wiki/Nine_Lives_(2016_film),Comedy,Barry Sonnenfeld,N/A,Kevin Spacey,Robbie Amell,Jennifer Garner,Christopher Walken,Malina Weissman,30000000.0,19100000.0
No Escape,2015-08-17,https://en.wikipedia.org/wiki/No_Escape_(2015_film),Action,John Erick Dowdle,N/A,Owen Wilson,Pierce Brosnan,Lake Bell,N/A,N/A,5000000.0,54400000.0
No Good Deed,2014-09-12,https://en.wikipedia.org/wiki/No_Good_Deed_(2014_film),Crime,Sam Miller,N/A,Idris Elba,Taraji P. Henson,Henry Simmons,N/A,N/A,13200000.0,54300000.0
No One Lives,2013-05-10,https://en.wikipedia.org/wiki/No_One_Lives,Horror,Ryuhei Kitamura,N/A,Luke Evans,Adelaide Clemens,America Olivo,Derek Magyar,Lindsey Shaw,2900000.0,1000000.0
Noah,2014-03-10,https://en.wikipedia.org/wiki/Noah_(2014_film),Adventure,Darren Aronofsky,N/A,Russell Crowe,Jennifer Connelly,Logan Lerman,Emma Watson,Ray Winstone,125000000.0,362600000.0
Non-Stop,2014-01-27,https://en.wikipedia.org/wiki/Non-Stop_(film),Thriller,Jaume Collet-Serra,N/A,Liam Neeson,Julianne Moore,Lupita Nyong'o,Nate Parker,Michelle Dockery,50000000.0,222800000.0
Now You See Me,2013-05-31,https://en.wikipedia.org/wiki/Now_You_See_Me_(film),Crime,Louis Leterrier,N/A,Jesse Eisenberg,Isla Fisher,Morgan Freeman,Woody Harrelson,Mark Ruffalo,75000000.0,351700000.0
Now You See Me 2,2016-06-06,https://en.wikipedia.org/wiki/Now_You_See_Me_2,Thriller,Jon M. Chu,N/A,Mark Ruffalo,Jesse Eisenberg,Woody Harrelson,Dave Franco,Lizzy Caplan,90000000.0,320900000.0
Oblivion,2013-04-10,https://en.wikipedia.org/wiki/Oblivion_(2013_film),Action,Joseph Kosinski,N/A,Tom Cruise,Olga Kurylenko,Andrea Riseborough,Morgan Freeman,Nikolaj Coster-Waldau,120000000.0,286200000.0
Olympus Has Fallen,2013-03-22,https://en.wikipedia.org/wiki/Olympus_Has_Fallen,Action,Antoine Fuqua,N/A,Gerard Butler,Aaron Eckhart,Morgan Freeman,Rick Yune,Dylan McDermott,70000000.0,161000000.0
One Direction: This Is Us,2013-08-29,https://en.wikipedia.org/wiki/One_Direction:_This_Is_Us,Documentary,Morgan Spurlock,N/A,Harry Styles,Niall Horan,Louis Tomlinson,Zayn Malik,Liam Payne,10000000.0,68500000.0
One for the Money,2012-01-27,https://en.wikipedia.org/wiki/One_for_the_Money_(film),Crime,Julie Anne Robinson,N/A,Katherine Heigl,Debbie Reynolds,Jason O'Mara,Daniel Sunjata,Sherri Shepherd,40000000.0,36900000.0
Ouija,2014-10-24,https://en.wikipedia.org/wiki/Ouija_(2014_film),Horror,Stiles White,N/A,Douglas Smith,Olivia Cooke,Vivis Colombetti,Ana Coto,Erin Moriarty,5000000.0,103600000.0
Our Brand Is Crisis,2015-09-11,https://en.wikipedia.org/wiki/Our_Brand_Is_Crisis_(2015_film),Comedy,David Gordon Green,N/A,Sandra Bullock,Scoot McNairy,Billy Bob Thornton,Anthony Mackie,Ann Dowd,28000000.0,8600000.0
Pacific Rim,2013-07-12,https://en.wikipedia.org/wiki/Pacific_Rim_(film),Action,Guillermo del Toro,N/A,Charlie Hunnam,Ellen McLain,Idris Elba,Charlie Day,Rinko Kikuchi,190000000.0,411000000.0
Pain & Gain,2013-04-26,https://en.wikipedia.org/wiki/Pain_%2526_Gain,Action,Michael Bay,N/A,Mark Wahlberg,Dwayne Johnson,Ed Harris,Ken Jeong,Anthony Mackie,26000000.0,86200000.0
Pan,2015-09-30,https://en.wikipedia.org/wiki/Pan_(2015_film),Fantasy,Joe Wright,N/A,Hugh Jackman,Garrett Hedlund,Rooney Mara,Amanda Seyfried,Levi Miller,150000000.0,128400000.0
Paper Towns,2015-07-24,https://en.wikipedia.org/wiki/Paper_Towns_(film),Romance,Jake Schreier,N/A,Nat Wolff,Cara Delevingne,N/A,N/A,N/A,12000000.0,85500000.0
Paranormal Activity 4,2012-10-19,https://en.wikipedia.org/wiki/Paranormal_Activity_4,Thriller,Ariel Schulman,Henry Joost,Kathryn Newton,Katie Featherston,N/A,N/A,N/A,5000000.0,142800000.0
